Id,SalePrice
1786,151322.33
1787,163924.95
1788,59229.0
1789,103542.5
1790,90081.0
1791,171771.63
1792,149827.5
1793,139255.6
1794,142340.95
1795,138414.25
1796,127892.5
1797,123400.37
1798,128241.0
1799,114327.0
1800,125643.83
1801,129652.28
1802,154418.22
1803,150951.5
1804,141106.85
1805,134407.75
1806,110838.12
1807,148626.74
1808,122677.5
1809,131346.58
1810,147846.52
1811,111938.37
1812,112440.38
1813,118711.84
1814,102442.5
1815,67686.5
1816,104711.0
1817,128864.43
1818,142701.8
1819,114127.86
1820,80526.5
1821,124715.5
1822,151048.84
1823,66345.0
1824,129875.54
1825,140645.02
1826,103750.0
1827,114662.54
1828,133614.21
1829,121251.5
1830,153378.99
1831,160322.27
1832,112486.23
1833,140908.24
1834,128681.82
1835,175003.85
1836,130890.42
1837,93308.0
1838,128922.54
1839,90977.5
1840,161210.2
1841,152684.07
1842,97793.54
1843,140761.5
1844,142142.86
1845,146636.23
1846,151326.0
1847,147718.51
1848,65830.0
1849,118635.96
1850,130976.75
1851,150209.34
1852,128342.5
1853,132020.25
1854,172362.86
1855,151613.87
1856,217386.7
1857,172452.17
1858,139500.15
1859,126943.69
1860,154099.62
1861,126823.69
1862,283014.4
1863,281966.1
1864,281966.1
1865,345217.66
1866,342845.25
1867,245532.17
1868,311334.52
1869,187769.19
1870,254245.24
1871,263123.02
1872,170536.17
1873,229143.6
1874,136519.5
1875,199892.31
1876,190153.82
1877,203623.09
1878,212208.33
1879,131352.14
1880,134995.1
1881,237694.73
1882,268729.16
1883,196126.5
1884,221063.06
1885,256797.45
1886,308037.42
1887,185785.37
1888,292878.47
1889,163465.41
1890,137041.05
1891,142485.35
1892,107058.0
1893,133898.75
1894,127810.65
1895,151069.84
1896,118507.5
1897,113536.84
1898,105159.45
1899,132052.72
1900,141574.41
1901,163273.5
1902,134146.5
1903,209508.42
1904,134441.75
1905,177197.24
1906,155656.18
1907,207306.0
1908,128318.85
1909,137575.42
1910,133140.68
1911,187448.5
1912,262687.15
1913,149427.78
1914,77960.5
1915,348543.14
1916,77079.37
1917,260891.18
1918,134990.1
1919,156348.0
1920,153935.89
1921,400136.71
1922,345893.75
1923,205228.72
1924,215939.5
1925,216044.76
1926,373149.42
1927,138739.5
1928,156848.05
1929,127173.6
1930,132838.1
1931,137295.63
1932,136732.45
1933,177808.4
1934,183378.34
1935,175976.99
1936,190139.0
1937,180767.5
1938,171369.42
1939,252128.22
1940,206770.96
1941,178782.92
1942,190846.5
1943,209053.71
1944,318301.67
1945,379242.71
1946,160176.05
1947,315900.3
1948,176306.79
1949,232351.18
1950,174578.77
1951,255223.84
1952,221413.71
1953,161331.32
1954,204787.8
1955,127578.0
1956,274476.71
1957,164804.35
1958,296524.46
1959,141756.94
1960,109143.5
1961,120165.64
1962,95755.0
1963,107513.5
1964,110240.91
1965,154390.98
1966,158808.05
1967,309930.98
1968,408849.28
1969,348755.24
1970,376138.96
1971,433034.94
1972,346729.7
1973,280059.74
1974,323358.6
1975,470021.12
1976,275242.83
1977,352350.5
1978,333309.61
1979,340315.48
1980,191246.53
1981,342996.92
1982,236697.88
1983,223758.29
1984,168789.83
1985,200199.22
1986,202076.41
1987,183129.91
1988,176108.13
1989,191181.85
1990,210701.09
1991,205134.8
1992,206550.26
1993,172839.98
1994,240724.33
1995,183530.2
1996,268242.69
1997,321110.75
1998,338808.24
1999,274715.2
2000,301268.5
2001,274339.71
2002,231052.35
2003,256561.78
2004,263290.87
2005,243783.01
2006,229595.8
2007,249618.18
2008,209497.14
2009,190278.9
2010,195952.4
2011,143783.22
2012,185275.71
2013,185056.82
2014,187754.5
2015,200827.85
2016,189911.4
2017,202725.25
2018,124688.5
2019,133777.0
2020,118232.5
2021,116272.5
2022,180342.0
2023,153945.71
2024,222978.2
2025,350899.89
2026,185072.6
2027,149057.18
2028,161709.24
2029,164458.65
2030,269742.75
2031,258950.04
2032,270624.32
2033,263484.13
2034,161731.55
2035,207278.41
2036,204303.1
2037,210888.57
2038,300846.0
2039,224497.12
2040,358184.26
2041,285671.89
2042,210551.54
2043,165482.14
2044,175913.0
2045,217521.87
2046,133548.71
2047,148622.05
2048,133336.53
2049,136088.56
2050,182434.8
2051,107091.64
2052,139794.75
2053,143941.75
2054,92404.0
2055,159503.5
2056,126688.71
2057,125714.0
2058,205772.69
2059,127591.5
2060,159379.5
2061,186030.5
2062,135880.75
2063,116190.83
2064,140115.5
2065,121690.6
2066,180167.0
2067,136515.19
2068,132655.73
2069,89439.5
2070,112196.0
2071,97358.04
2072,138449.39
2073,136941.4
2074,169829.75
2075,150106.25
2076,122192.6
2077,146720.5
2078,131877.0
2079,136271.98
2080,115605.0
2081,121531.5
2082,124004.74
2083,143691.06
2084,111853.0
2085,129433.75
2086,122054.01
2087,122647.14
2088,106077.12
2089,98317.0
2090,132260.8
2091,125377.98
2092,135257.05
2093,136213.32
2094,135004.61
2095,145870.5
2096,93394.58
2097,104687.04
2098,146009.39
2099,72814.5
2100,117473.35
2101,126207.58
2102,145639.16
2103,111001.5
2104,127156.15
2105,136185.61
2106,89570.04
2107,248710.46
2108,122167.5
2109,117187.0
2110,126479.45
2111,161173.71
2112,137754.08
2113,117186.0
2114,111860.24
2115,146848.34
2116,122377.64
2117,149253.73
2118,116075.04
2119,106977.0
2120,105770.34
2121,105286.37
2122,110184.04
2123,93598.04
2124,171164.9
2125,132551.32
2126,155911.5
2127,148795.21
2128,136211.27
2129,107843.0
2130,142543.34
2131,151735.74
2132,120911.82
2133,120448.9
2134,121339.5
2135,109613.0
2136,81393.08
2137,121381.54
2138,139123.5
2139,151115.5
2140,136287.25
2141,144975.5
2142,138046.0
2143,143820.49
2144,117680.0
2145,134119.5
2146,157039.0
2147,163231.89
2148,125478.64
2149,133572.5
2150,208573.26
2151,136545.35
2152,188829.2
2153,160289.25
2154,110309.5
2155,128698.42
2156,231990.1
2157,225172.66
2158,233900.12
2159,217030.31
2160,173105.22
2161,253455.58
2162,435869.86
2163,346841.52
2164,249803.04
2165,181319.0
2166,143944.6
2167,197290.31
2168,214436.5
2169,195481.5
2170,221601.77
2171,146471.13
2172,144002.57
2173,163716.26
2174,249632.43
2175,293067.27
2176,334096.51
2177,260095.18
2178,233932.14
2179,142732.0
2180,186552.46
2181,194592.3
2182,224593.35
2183,198818.12
2184,137702.25
2185,140212.59
2186,146314.5
2187,152227.0
2188,158221.24
2189,180272.29
2190,85433.0
2191,90204.4
2192,87923.5
2193,108323.0
2194,103562.0
2195,109087.75
2196,110622.5
2197,109328.04
2198,153624.0
2199,167141.25
2200,132450.5
2201,136403.47
2202,201721.23
2203,155427.0
2204,165034.52
2205,108751.5
2206,132782.29
2207,238781.41
2208,219588.91
2209,195673.0
2210,132572.22
2211,117537.5
2212,116375.16
2213,105910.5
2214,143787.06
2215,107893.5
2216,141099.05
2217,81747.0
2218,94968.04
2219,86865.04
2220,91788.0
2221,349463.14
2222,232314.52
2223,259409.69
2224,222144.2
2225,145294.34
2226,182923.53
2227,191342.95
2228,301628.44
2229,244136.59
2230,164056.89
2231,207815.04
2232,179350.09
2233,169613.68
2234,259855.07
2235,199896.44
2236,279825.54
2237,342314.01
2238,191239.64
2239,120084.0
2240,166616.7
2241,145361.5
2242,141359.34
2243,133837.82
2244,97938.0
2245,97760.5
2246,144668.5
2247,102538.0
2248,124819.1
2249,124819.5
2250,136473.64
2251,131805.24
2252,183687.0
2253,156902.38
2254,179479.35
2255,193794.0
2256,183736.55
2257,197561.5
2258,175383.6
2259,177768.22
2260,152058.67
2261,189402.78
2262,219504.68
2263,335891.44
2264,435295.43
2265,174439.0
2266,302643.93
2267,373895.62
2268,389492.77
2269,162350.99
2270,186508.03
2271,231391.65
2272,200862.0
2273,163701.32
2274,172790.0
2275,166597.5
2276,177445.9
2277,182863.05
2278,153744.51
2279,122420.84
2280,108465.5
2281,177712.0
2282,178727.53
2283,96689.5
2284,111360.66
2285,153043.55
2286,131650.6
2287,344614.36
2288,282054.75
2289,355334.15
2290,404352.49
2291,315164.04
2292,417630.62
2293,431587.66
2294,367603.11
2295,437887.39
2296,268408.51
2297,327144.2
2298,309387.4
2299,355511.34
2300,317511.72
2301,299384.19
2302,233856.29
2303,243326.92
2304,240738.06
2305,181107.08
2306,182568.8
2307,186297.77
2308,218709.52
2309,285676.54
2310,223465.53
2311,186917.67
2312,173660.07
2313,175681.97
2314,175450.78
2315,174385.05
2316,176713.65
2317,176521.36
2318,176467.16
2319,177614.3
2320,179191.33
2321,245574.27
2322,167151.25
2323,175236.37
2324,164597.17
2325,213805.76
2326,165890.55
2327,201804.0
2328,215177.55
2329,183095.0
2330,181641.56
2331,332828.77
2332,372432.25
2333,301272.96
2334,262272.33
2335,272751.72
2336,310976.68
2337,208228.31
2338,284194.26
2339,226239.0
2340,395519.74
2341,219019.8
2342,234949.14
2343,226575.17
2344,228269.22
2345,243142.22
2346,228887.9
2347,200316.5
2348,237089.37
2349,158779.32
2350,300046.02
2351,260332.11
2352,243557.19
2353,213018.0
2354,127281.72
2355,152619.37
2356,153441.25
2357,195952.08
2358,198697.5
2359,123221.6
2360,117712.3
2361,139529.6
2362,261518.39
2363,145942.7
2364,152961.0
2365,234461.61
2366,194434.85
2367,210794.06
2368,199981.72
2369,215242.81
2370,166753.32
2371,165156.15
2372,180276.97
2373,273888.7
2374,296645.37
2375,236341.4
2376,272698.46
2377,359972.98
2378,144093.5
2379,196984.3
2380,147751.02
2381,161668.32
2382,195951.59
2383,210720.9
2384,236504.19
2385,152842.0
2386,140741.5
2387,133970.25
2388,100365.5
2389,129895.5
2390,139600.0
2391,133112.6
2392,112846.0
2393,161683.7
2394,147376.25
2395,193683.2
2396,150738.5
2397,209994.0
2398,127738.1
2399,58071.04
2400,60887.5
2401,114185.0
2402,136346.5
2403,131748.94
2404,143230.4
2405,159467.32
2406,132768.5
2407,128652.75
2408,139028.14
2409,131526.65
2410,165076.5
2411,120908.5
2412,149944.25
2413,136096.0
2414,130968.0
2415,127319.24
2416,125251.62
2417,127853.5
2418,121593.5
2419,123605.21
2420,122669.0
2421,145423.53
2422,114786.0
2423,135485.08
2424,152062.44
2425,168438.71
2426,127067.45
2427,144824.84
2428,175960.55
2429,115599.0
2430,128077.0
2431,115455.75
2432,135629.34
2433,140193.5
2434,142558.5
2435,153871.5
2436,111006.4
2437,115009.5
2438,123032.75
2439,120449.28
2440,125643.0
2441,105502.29
2442,108553.04
2443,117625.87
2444,130398.1
2445,95622.04
2446,130671.34
2447,221288.37
2448,148951.58
2449,114760.0
2450,155989.07
2451,127158.78
2452,213276.15
2453,102280.0
2454,118911.54
2455,105486.0
2456,131498.34
2457,115035.54
2458,114667.7
2459,114011.54
2460,131738.46
2461,117161.5
2462,131169.22
2463,115058.58
2464,170210.92
2465,136180.65
2466,112760.0
2467,151632.86
2468,99112.12
2469,99805.12
2470,174939.7
2471,179131.5
2472,179017.0
2473,120173.38
2474,105124.84
2475,218402.75
2476,112144.46
2477,130510.24
2478,159861.42
2479,119147.5
2480,138019.82
2481,120732.0
2482,131182.2
2483,115710.0
2484,123594.0
2485,122713.5
2486,150201.8
2487,174052.05
2488,146710.15
2489,153863.58
2490,150654.25
2491,99027.5
2492,187048.5
2493,141958.5
2494,175289.7
2495,102479.14
2496,210497.85
2497,149028.75
2498,116934.84
2499,93813.0
2500,129375.55
2501,133400.0
2502,148321.25
2503,106236.5
2504,189999.05
2505,206897.42
2506,254878.94
2507,297530.62
2508,252867.4
2509,221996.73
2510,235411.74
2511,187712.64
2512,216442.87
2513,220330.4
2514,235558.83
2515,149454.83
2516,157215.66
2517,133093.5
2518,143693.25
2519,232498.39
2520,209751.6
2521,198044.5
2522,221667.4
2523,129360.1
2524,142552.92
2525,142132.63
2526,141213.48
2527,117418.14
2528,126500.1
2529,131309.1
2530,116889.63
2531,237512.65
2532,225884.58
2533,197120.33
2534,241730.07
2535,289153.69
2536,224073.85
2537,240749.88
2538,188796.7
2539,189933.37
2540,178825.68
2541,184869.32
2542,163311.35
2543,128918.34
2544,140651.5
2545,128859.0
2546,149549.82
2547,142860.26
2548,156542.71
2549,158617.73
2550,335364.7
2551,145149.01
2552,122334.6
2553,91903.4
2554,114988.5
2555,116515.33
2556,102184.0
2557,115786.5
2558,144862.87
2559,137825.21
2560,123711.08
2561,139196.02
2562,126638.88
2563,143751.08
2564,168391.9
2565,123242.4
2566,143597.42
2567,125887.05
2568,187504.05
2569,195186.65
2570,133298.19
2571,171662.58
2572,192762.46
2573,226531.28
2574,320327.81
2575,128281.0
2576,133237.72
2577,165086.39
2578,101191.54
2579,86755.0
2580,128112.74
2581,134006.45
2582,122493.5
2583,286012.25
2584,158845.78
2585,175215.83
2586,197092.95
2587,195109.32
2588,159671.1
2589,143895.9
2590,211677.2
2591,208085.55
2592,224566.52
2593,261310.77
2594,171915.91
2595,218462.22
2596,337265.57
2597,179520.02
2598,279884.19
2599,315562.85
2600,155619.19
2601,137950.83
2602,89718.0
2603,95517.5
2604,92615.0
2605,94476.0
2606,144169.23
2607,175904.7
2608,207434.5
2609,162781.85
2610,115276.5
2611,156623.87
2612,152916.1
2613,127877.6
2614,127482.1
2615,155003.07
2616,138077.0
2617,177568.1
2618,180499.3
2619,217771.32
2620,184941.0
2621,184611.82
2622,187430.5
2623,253037.22
2624,278699.56
2625,330065.79
2626,164967.3
2627,184503.4
2628,388450.14
2629,487337.56
2630,339289.04
2631,401977.39
2632,371496.68
2633,309341.92
2634,396237.78
2635,149558.2
2636,198419.75
2637,182853.92
2638,252931.59
2639,181928.7
2640,151889.1
2641,112294.0
2642,191209.85
2643,118960.18
2644,129887.0
2645,97844.0
2646,92150.0
2647,98308.0
2648,146460.0
2649,138005.44
2650,153356.5
2651,157303.59
2652,385807.7
2653,254087.64
2654,248318.65
2655,382826.16
2656,303452.55
2657,329810.82
2658,293112.81
2659,300171.55
2660,330342.91
2661,344968.37
2662,332972.14
2663,275342.07
2664,280230.35
2665,314159.8
2666,285568.36
2667,165595.5
2668,182464.5
2669,179783.81
2670,284731.71
2671,183780.76
2672,173690.7
2673,206921.83
2674,203776.66
2675,170583.59
2676,190487.14
2677,199720.4
2678,266616.38
2679,274242.31
2680,276676.42
2681,384609.34
2682,308696.51
2683,505770.39
2684,297731.87
2685,324602.07
2686,261687.01
2687,326621.08
2688,232713.47
2689,220598.75
2690,375796.47
2691,186783.45
2692,133354.32
2693,199332.53
2694,127338.32
2695,193694.02
2696,186227.65
2697,190223.78
2698,201922.0
2699,178871.8
2700,170459.2
2701,151502.53
2702,123636.5
2703,156973.24
2704,143269.7
2705,130218.0
2706,116992.0
2707,124713.7
2708,135932.5
2709,109524.0
2710,126205.5
2711,273531.85
2712,369042.32
2713,172043.22
2714,149135.12
2715,167952.48
2716,164936.99
2717,187385.5
2718,225854.24
2719,152610.5
2720,166883.52
2721,142353.65
2722,165857.87
2723,142977.0
2724,130463.11
2725,138129.5
2726,145061.0
2727,173704.68
2728,171552.64
2729,156565.47
2730,146817.75
2731,118193.5
2732,116046.5
2733,159399.05
2734,145861.0
2735,132523.5
2736,146478.27
2737,119839.0
2738,133974.8
2739,159194.23
2740,142492.35
2741,142656.75
2742,153575.0
2743,144260.25
2744,142549.5
2745,135372.25
2746,132243.5
2747,157670.72
2748,126503.5
2749,128462.0
2750,132103.75
2751,127689.0
2752,233262.76
2753,153908.19
2754,193593.92
2755,129538.65
2756,93973.0
2757,78755.5
2758,91816.0
2759,160712.5
2760,137765.59
2761,145045.75
2762,147131.5
2763,192327.0
2764,170186.45
2765,258137.47
2766,139609.74
2767,95310.04
2768,124045.5
2769,122912.0
2770,151756.5
2771,120612.0
2772,125147.12
2773,140722.85
2774,133268.12
2775,135584.41
2776,145311.09
2777,150603.5
2778,120889.02
2779,125928.05
2780,108997.5
2781,107665.72
2782,99226.5
2783,103150.58
2784,128631.2
2785,142880.21
2786,78075.0
2787,118886.0
2788,84118.04
2789,212950.06
2790,97165.7
2791,123230.0
2792,84000.75
2793,164261.89
2794,101087.0
2795,113829.54
2796,106998.37
2797,184416.35
2798,126458.75
2799,119742.88
2800,86894.5
2801,113107.5
2802,134220.84
2803,163217.78
2804,158914.34
2805,96641.5
2806,100953.88
2807,152095.87
2808,149843.05
2809,130032.0
2810,138561.75
2811,159488.64
2812,143351.8
2813,152036.01
2814,159170.67
2815,102505.24
2816,235165.56
2817,141690.0
2818,128718.6
2819,181589.03
2820,132848.0
2821,107014.58
2822,181464.7
2823,221726.4
2824,179835.3
2825,157211.45
2826,134323.8
2827,141024.87
2828,203539.7
2829,179159.77
2830,231281.74
2831,189655.2
2832,223780.54
2833,304304.98
2834,223731.19
2835,220512.23
2836,193176.24
2837,168635.72
2838,148977.55
2839,179649.79
2840,190935.35
2841,203648.4
2842,227421.71
2843,149033.83
2844,157773.45
2845,121141.5
2846,212731.05
2847,200142.0
2848,232519.47
2849,204342.03
2850,283233.76
2851,227065.68
2852,224039.57
2853,229288.17
2854,136681.0
2855,194273.73
2856,211750.82
2857,192530.82
2858,196837.26
2859,139936.76
2860,126405.0
2861,131806.75
2862,193606.15
2863,119848.1
2864,264720.7
2865,141817.66
2866,135707.95
2867,100177.5
2868,116159.82
2869,119508.01
2870,157331.37
2871,103024.5
2872,66799.0
2873,103927.16
2874,140888.74
2875,114696.1
2876,154822.54
2877,140581.18
2878,165150.45
2879,137207.5
2880,106092.42
2881,157808.94
2882,155153.46
2883,168977.42
2884,173685.12
2885,174179.62
2886,191695.7
2887,109473.5
2888,129604.0
2889,65257.5
2890,90444.0
2891,138679.37
2892,70056.0
2893,110086.99
2894,70882.5
2895,324665.51
2896,305570.65
2897,201689.0
2898,155223.67
2899,242708.92
2900,157591.0
2901,203893.35
2902,184071.45
2903,347866.12
2904,323833.32
2905,123149.48
2906,194697.31
2907,121141.76
2908,124562.54
2909,141792.76
2910,82983.0
2911,88467.0
2912,152845.09
2913,94142.0
2914,91660.5
2915,91465.0
2916,89610.0
2917,155652.0
2918,117576.5
2919,224710.17
